,model_name,total_params,seq_length,batch_size,latency,latency_std,throughput,start_timestamp,end_timestamp,gract_mean,gract_std,fb_used_mean,fb_used_std
0,paraphrase-multilingual-MiniLM-L12-v2,117653760,64,1,11.43,0.04,87.46,1656787188,1656787308,0.069,0.02,2326.0,0.0
1,paraphrase-multilingual-MiniLM-L12-v2,117653760,64,2,11.78,0.08,169.81,1656787318,1656787438,0.091,0.015,2327.983,0.181
2,paraphrase-multilingual-MiniLM-L12-v2,117653760,64,4,11.03,0.03,362.73,1656787448,1656787568,0.114,0.016,2329.967,0.362
3,paraphrase-multilingual-MiniLM-L12-v2,117653760,64,8,11.06,0.06,723.28,1656787578,1656787698,0.13,0.012,2353.769,2.535
4,paraphrase-multilingual-MiniLM-L12-v2,117653760,64,16,10.75,0.03,1488.01,1656787708,1656787828,0.147,0.014,2345.835,1.811
5,paraphrase-multilingual-MiniLM-L12-v2,117653760,64,32,10.85,0.03,2949.71,1656787838,1656787958,0.171,0.012,2377.57,4.708
6,paraphrase-multilingual-MiniLM-L12-v2,117653760,64,64,10.84,0.04,5906.51,1656787968,1656788088,0.21,0.016,2445.008,10.864
7,paraphrase-multilingual-MiniLM-L12-v2,117653760,64,128,12.07,0.03,10608.26,1656788098,1656788218,0.286,0.027,2540.215,19.555
8,paraphrase-multilingual-MiniLM-L12-v2,117653760,64,256,23.79,0.01,10759.63,1656788228,1656788348,0.344,0.029,2759.983,0.182
