model_name,total_params,seq_length,batch_size,latency,latency_std,throughput,start_timestamp,end_timestamp
distiluse-base-multilingual-cased-v2,134734080,64,1,5.69,0.07,175.82,1656784573,1656784693
distiluse-base-multilingual-cased-v2,134734080,64,2,5.62,0.03,355.98,1656784703,1656784823
distiluse-base-multilingual-cased-v2,134734080,64,4,5.72,0.03,698.78,1656784833,1656784953
distiluse-base-multilingual-cased-v2,134734080,64,8,5.68,0.03,1408.59,1656784963,1656785083
distiluse-base-multilingual-cased-v2,134734080,64,16,6.41,0.04,2494.29,1656785093,1656785213
distiluse-base-multilingual-cased-v2,134734080,64,32,12.24,0.01,2614.89,1656785223,1656785343
distiluse-base-multilingual-cased-v2,134734080,64,64,24.91,0.01,2569.48,1656785353,1656785473
distiluse-base-multilingual-cased-v2,134734080,64,128,48.04,0.01,2664.27,1656785483,1656785603
distiluse-base-multilingual-cased-v2,134734080,64,256,94.92,0.03,2696.9,1656785614,1656785734
