,model_name,total_params,seq_length,batch_size,latency,latency_std,throughput,start_timestamp,end_timestamp,gract_mean,gract_std,fb_used_mean,fb_used_std
0,distiluse-base-multilingual-cased-v2,134734080,32,32,5.64,0.03,5669.27,1656765125,1656765245,0.599,0.201,2254.802,2.173
1,distiluse-base-multilingual-cased-v2,134734080,64,32,7.85,0.01,4076.33,1656765255,1656765375,0.664,0.11,2341.512,16.296
2,distiluse-base-multilingual-cased-v2,134734080,128,32,15.53,0.02,2060.13,1656765385,1656765505,0.767,0.114,2472.421,28.246
3,distiluse-base-multilingual-cased-v2,134734080,256,32,33.62,0.01,951.68,1656765515,1656765635,0.788,0.075,2781.843,56.492
4,distiluse-base-multilingual-cased-v2,134734080,512,32,76.51,0.01,418.27,1656765646,1656765766,0.817,0.083,3839.826,34.765
