,model_name,total_params,seq_length,batch_size,latency,latency_std,throughput,start_timestamp,end_timestamp,gract_mean,gract_std,fb_used_mean,fb_used_std
0,paraphrase-multilingual-mpnet-base-v2,278043648,64,1,11.27,0.13,88.71,1656793522,1656793642,0.094,0.029,2746.983,0.181
1,paraphrase-multilingual-mpnet-base-v2,278043648,64,2,11.18,0.1,178.85,1656793652,1656793772,0.128,0.022,2748.967,0.362
2,paraphrase-multilingual-mpnet-base-v2,278043648,64,4,11.93,0.03,335.31,1656793782,1656793902,0.18,0.027,2754.917,0.905
3,paraphrase-multilingual-mpnet-base-v2,278043648,64,8,10.95,0.04,730.77,1656793912,1656794032,0.233,0.025,2745.0,0.0
4,paraphrase-multilingual-mpnet-base-v2,278043648,64,16,11.05,0.04,1448.33,1656794042,1656794162,0.314,0.035,2788.636,3.983
5,paraphrase-multilingual-mpnet-base-v2,278043648,64,32,15.58,0.01,2053.42,1656794172,1656794292,0.396,0.037,2857.0,0.0
6,paraphrase-multilingual-mpnet-base-v2,278043648,64,64,29.18,0.01,2193.43,1656794302,1656794422,0.457,0.041,2923.512,16.296
7,paraphrase-multilingual-mpnet-base-v2,278043648,64,128,58.93,0.01,2172.06,1656794433,1656794553,0.515,0.037,3130.983,0.181
8,paraphrase-multilingual-mpnet-base-v2,278043648,64,256,114.46,0.02,2236.67,1656794564,1656794684,0.549,0.038,3515.0,0.0
