,model_name,total_params,seq_length,batch_size,latency,latency_std,throughput,start_timestamp,end_timestamp,gract_mean,gract_std,fb_used_mean,fb_used_std
0,paraphrase-multilingual-mpnet-base-v2,278043648,64,1,10.99,0.08,91.0,1656794740,1656794860,0.21,0.07,2683.983,0.181
1,paraphrase-multilingual-mpnet-base-v2,278043648,64,2,10.92,0.05,183.19,1656794870,1656794990,0.218,0.038,2685.967,0.362
2,paraphrase-multilingual-mpnet-base-v2,278043648,64,4,11.24,0.04,355.73,1656795000,1656795120,0.269,0.041,2691.917,0.905
3,paraphrase-multilingual-mpnet-base-v2,278043648,64,8,10.81,0.03,740.03,1656795130,1656795250,0.334,0.034,2682.0,0.0
4,paraphrase-multilingual-mpnet-base-v2,278043648,64,16,12.59,0.02,1270.87,1656795260,1656795380,0.434,0.046,2725.636,3.983
5,paraphrase-multilingual-mpnet-base-v2,278043648,64,32,24.6,0.02,1300.78,1656795390,1656795510,0.511,0.043,2794.0,0.0
6,paraphrase-multilingual-mpnet-base-v2,278043648,64,64,50.01,0.01,1279.74,1656795520,1656795640,0.562,0.047,2860.512,16.296
7,paraphrase-multilingual-mpnet-base-v2,278043648,64,128,96.3,0.04,1329.14,1656795651,1656795771,0.612,0.04,3067.967,0.255
8,paraphrase-multilingual-mpnet-base-v2,278043648,64,256,190.38,0.09,1344.7,1656795784,1656795904,0.641,0.039,3452.0,0.0
