,model_name,batch_size,latency,latency_std,throughput,start_timestamp,end_timestamp,gract_mean,gract_std,fb_used_mean,fb_used_std
0,vision_transformer,8,77.1,0.02,103.76,1657289877,1657289998,0.904,0.129,4018.0,0.0
1,vision_transformer,16,139.75,0.03,114.49,1657290097,1657290218,0.906,0.129,5260.0,0.0
2,vision_transformer,32,252.14,0.04,126.92,1657290313,1657290434,0.904,0.131,7730.0,0.0
3,vision_transformer,64,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
4,vision_transformer,128,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
