,model_name,batch_size,latency,latency_std,throughput,start_timestamp,end_timestamp,gract_mean,gract_std,fb_used_mean,fb_used_std
0,resnet50_moco,8,33.75,1.18,237.06,1657283701,1657283822,0.704,0.159,2679.852,78.623
1,resnet50_moco,16,50.55,0.02,316.53,1657284075,1657284196,0.765,0.172,3560.639,157.967
2,resnet50_moco,32,90.47,0.02,353.72,1657284470,1657284591,0.764,0.172,5052.328,293.393
3,resnet50_moco,64,169.06,0.02,378.56,1657284688,1657284809,0.768,0.172,8250.328,579.393
4,resnet50_moco,128,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
