model_name,total_params,seq_length,batch_size,latency,latency_std,throughput,start_timestamp,end_timestamp
bert-base-multilingual-cased,177853440,64,1,11.1,0.06,90.12,1656799686,1656799806
bert-base-multilingual-cased,177853440,64,2,11.04,0.11,181.17,1656799816,1656799936
bert-base-multilingual-cased,177853440,64,4,11.21,0.03,356.73,1656799946,1656800066
bert-base-multilingual-cased,177853440,64,8,10.92,0.03,732.42,1656800076,1656800196
bert-base-multilingual-cased,177853440,64,16,12.46,0.03,1283.69,1656800206,1656800326
bert-base-multilingual-cased,177853440,64,32,24.45,0.01,1309.02,1656800336,1656800456
bert-base-multilingual-cased,177853440,64,64,49.79,0.01,1285.51,1656800466,1656800586
bert-base-multilingual-cased,177853440,64,128,95.96,0.03,1333.85,1656800597,1656800717
bert-base-multilingual-cased,177853440,64,256,189.68,0.08,1349.61,1656800730,1656800850
