model_name,total_params,seq_length,batch_size,latency,latency_std,throughput,start_timestamp,end_timestamp
paraphrase-multilingual-mpnet-base-v2,278043648,32,32,26.46,0.09,1209.29,1656772766,1656772886
paraphrase-multilingual-mpnet-base-v2,278043648,64,32,53.25,0.02,600.94,1656772896,1656773016
paraphrase-multilingual-mpnet-base-v2,278043648,128,32,109.95,0.03,291.04,1656773027,1656773147
paraphrase-multilingual-mpnet-base-v2,278043648,256,32,244.52,0.04,130.87,1656773161,1656773281
paraphrase-multilingual-mpnet-base-v2,278043648,512,32,599.42,0.07,53.39,1656773301,1656773421
