model_name,total_params,seq_length,batch_size,latency,latency_std,throughput,start_timestamp,end_timestamp
paraphrase-multilingual-mpnet-base-v2,278043648,32,32,11.18,0.12,2861.19,1656770375,1656770495
paraphrase-multilingual-mpnet-base-v2,278043648,64,32,10.94,0.07,2925.84,1656770505,1656770625
paraphrase-multilingual-mpnet-base-v2,278043648,128,32,14.68,0.03,2179.63,1656770635,1656770755
paraphrase-multilingual-mpnet-base-v2,278043648,256,32,32.63,0.01,980.64,1656770765,1656770885
paraphrase-multilingual-mpnet-base-v2,278043648,512,32,78.61,0.02,407.07,1656770896,1656771016
