model_name,total_params,seq_length,batch_size,latency,latency_std,throughput,start_timestamp,end_timestamp
distiluse-base-multilingual-cased-v1,134734080,32,32,5.6,0.03,5714.97,1656762141,1656762261
distiluse-base-multilingual-cased-v1,134734080,64,32,7.83,0.03,4086.57,1656762271,1656762391
distiluse-base-multilingual-cased-v1,134734080,128,32,15.54,0.01,2058.68,1656762401,1656762521
distiluse-base-multilingual-cased-v1,134734080,256,32,33.62,0.01,951.72,1656762531,1656762651
distiluse-base-multilingual-cased-v1,134734080,512,32,76.51,0.01,418.27,1656762662,1656762782
