model_name,total_params,seq_length,batch_size,latency,latency_std,throughput,start_timestamp,end_timestamp
paraphrase-multilingual-mpnet-base-v2,278043648,64,1,10.99,0.08,91.0,1656794740,1656794860
paraphrase-multilingual-mpnet-base-v2,278043648,64,2,10.92,0.05,183.19,1656794870,1656794990
paraphrase-multilingual-mpnet-base-v2,278043648,64,4,11.24,0.04,355.73,1656795000,1656795120
paraphrase-multilingual-mpnet-base-v2,278043648,64,8,10.81,0.03,740.03,1656795130,1656795250
paraphrase-multilingual-mpnet-base-v2,278043648,64,16,12.59,0.02,1270.87,1656795260,1656795380
paraphrase-multilingual-mpnet-base-v2,278043648,64,32,24.6,0.02,1300.78,1656795390,1656795510
paraphrase-multilingual-mpnet-base-v2,278043648,64,64,50.01,0.01,1279.74,1656795520,1656795640
paraphrase-multilingual-mpnet-base-v2,278043648,64,128,96.3,0.04,1329.14,1656795651,1656795771
paraphrase-multilingual-mpnet-base-v2,278043648,64,256,190.38,0.09,1344.7,1656795784,1656795904
