,model_name,total_params,seq_length,batch_size,latency,latency_std,throughput,start_timestamp,end_timestamp,gract_mean,gract_std,fb_used_mean,fb_used_std
0,paraphrase-multilingual-mpnet-base-v2,278043648,64,1,11.0,0.08,90.88,1656795951,1656796071,0.335,0.104,2623.983,0.181
1,paraphrase-multilingual-mpnet-base-v2,278043648,64,2,10.99,0.04,182.0,1656796081,1656796201,0.363,0.066,2625.967,0.362
2,paraphrase-multilingual-mpnet-base-v2,278043648,64,4,11.6,0.04,344.78,1656796211,1656796331,0.449,0.067,2631.917,0.905
3,paraphrase-multilingual-mpnet-base-v2,278043648,64,8,14.48,0.02,552.33,1656796341,1656796461,0.545,0.063,2622.0,0.0
4,paraphrase-multilingual-mpnet-base-v2,278043648,64,16,27.03,0.03,591.92,1656796471,1656796591,0.611,0.066,2665.636,3.983
5,paraphrase-multilingual-mpnet-base-v2,278043648,64,32,53.23,0.02,601.18,1656796601,1656796721,0.669,0.059,2732.876,10.352
6,paraphrase-multilingual-mpnet-base-v2,278043648,64,64,101.95,0.02,627.77,1656796732,1656796852,0.691,0.056,2802.0,0.0
7,paraphrase-multilingual-mpnet-base-v2,278043648,64,128,201.62,0.03,634.87,1656796865,1656796985,0.732,0.046,3007.967,0.255
8,paraphrase-multilingual-mpnet-base-v2,278043648,64,256,400.24,0.06,639.61,1656797001,1656797121,0.747,0.042,3392.0,0.0
