model_name,total_params,seq_length,batch_size,latency,latency_std,throughput,start_timestamp,end_timestamp
paraphrase-multilingual-MiniLM-L12-v2,117653760,32,32,10.92,0.07,2929.12,1656768284,1656768404
paraphrase-multilingual-MiniLM-L12-v2,117653760,64,32,10.96,0.11,2920.3,1656768414,1656768534
paraphrase-multilingual-MiniLM-L12-v2,117653760,128,32,15.6,0.01,2050.79,1656768544,1656768664
paraphrase-multilingual-MiniLM-L12-v2,117653760,256,32,36.21,0.01,883.78,1656768674,1656768794
paraphrase-multilingual-MiniLM-L12-v2,117653760,512,32,101.03,0.02,316.75,1656768805,1656768925
